,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
986,0.0148,0.543,189440,0.677,2rb5MvYT7ZIxbKW5hfcHx8,6.21e-06,11,0.13,-4.915,0,0.0993,103.809,4,0.294
987,0.188,0.831,246173,0.573,1tlBuoIRrtqFs9bE9dmli5,0.000883,4,0.109,-6.408,0,0.221,100.015,4,0.229
988,0.00474,0.745,212027,0.605,2MX30RliaxJDgmQ3C3rrJX,9.28e-06,8,0.136,-6.333,1,0.0492,110.979,3,0.164
989,0.472,0.836,169693,0.769,08Wc3X7XNSyF8WYBPt2L8E,0.00157,6,0.0804,-2.334,0,0.0773,103.991,4,0.585
990,0.169,0.713,228267,0.889,7iDxZ5Cd0Yg08d4fI5WVtG,5.8e-05,0,0.169,-3.87,1,0.0376,101.977,4,0.96
991,0.112,0.753,230587,0.785,6KdmNK9MogmGcnO3wNZHhp,0.000191,2,0.0633,-6.53,1,0.174,148.015,4,0.85
992,0.053,0.768,284000,0.807,7Fa5UNizycSms5jP3SQD3F,2.99e-06,2,0.214,-5.508,0,0.106,112.001,4,0.575
993,0.114,0.667,197680,0.61,1W8vII5CLpMMzAGvGlAgCk,0.0,0,0.324,-6.169,1,0.313,154.973,4,0.275
994,0.0919,0.756,203650,0.465,15ahYSiHAIMxAnujlXVtta,0.0,1,0.241,-6.807,1,0.094,95.98,4,0.483
995,0.0959,0.721,236587,0.513,2BAmF6QyK5IYEOp1TFmt0u,0.0,7,0.341,-7.882,0,0.121,124.02,4,0.31
996,0.127,0.763,177840,0.673,1eVRnmGhDPATPxz6kqWuCP,4.86e-05,4,0.0751,-4.906,1,0.201,137.937,4,0.554
997,0.0271,0.681,184040,0.851,7EAFj7eJcMF5koWSRJVZcL,0.0,11,0.197,-5.137,0,0.0522,131.947,4,0.745
998,0.0208,0.909,275498,0.46,1aGOdZZE1uE0m3UYjcl3CP,0.0,1,0.171,-8.135,0,0.369,149.948,4,0.522
999,0.0617,0.594,205200,0.824,0w3Q14i073jLoew1hgJkwD,0.0,9,0.0861,-4.252,1,0.0458,116.005,4,0.671
1000,0.0353,0.652,197640,0.719,6p5GuyEqQH5pv02ouEyogQ,0.0,1,0.108,-7.251,1,0.033,94.969,4,0.24
1001,0.00124,0.454,202067,0.708,5Q0Nhxo0l2bP3pNjpGJwV1,0.000181,10,0.0679,-4.526,0,0.0675,192.18,4,0.483
1002,0.181,0.597,281147,0.605,4CJVkjo5WpmUAKp3R44LNb,0.000331,7,0.118,-12.013,1,0.0255,97.782,4,0.886
1003,0.00201,0.397,278827,0.861,310epXrlbXmfGcD1qSdgVV,2.49e-05,4,0.35,-12.156,1,0.0569,121.856,4,0.512
1004,0.0897,0.553,207347,0.652,6YbhspuOar1D9WSSnfe7ds,0.0,0,0.111,-6.685,1,0.206,94.505,4,0.551
1005,0.645,0.566,238147,0.713,4dGJf1SER1T6ooX46vwzRB,0.0,6,0.114,-4.25,1,0.0417,169.864,4,0.807
1006,0.141,0.638,227893,0.832,1mXuMM6zjPgjL4asbBsgnt,0.0,8,0.113,-5.039,1,0.049,124.071,4,0.648
1007,0.173,0.75,210627,0.724,1oHNvJVbFkexQc0BpQp7Y4,0.0,11,0.185,-2.418,0,0.091,125.053,4,0.702
1008,0.503,0.414,195533,0.679,0M7mWKqwTIaVjYyxfZmtTa,4.99e-06,2,0.118,-5.522,1,0.046,111.937,4,0.354
1009,0.103,0.728,235213,0.974,2PpruBYCo4H7WOBJ7Q2EwM,0.000532,4,0.175,-2.261,0,0.0665,79.526,4,0.965
1010,0.00801,0.856,269667,0.609,32OlwWuMpZ6b0aN2RZOeMS,8.15e-05,0,0.0344,-7.223,1,0.0824,114.988,4,0.928
1011,0.124,0.702,213520,0.77,6RsWqX8zABZLhZydXxEFOm,0.0,9,0.103,-5.416,0,0.0482,107.951,4,0.593
1012,0.0138,0.567,214912,0.813,6D5pfooPP6hi99RaXjkDsP,9.03e-06,1,0.125,-5.744,0,0.0581,126.044,4,0.114
1013,0.194,0.644,140773,0.672,4BP3uh0hFLFRb5cjsgLqDh,0.00259,0,0.154,-7.53,1,0.0411,132.755,4,0.624
1014,0.0619,0.781,235613,0.526,3AYcyxEACnmE6d96RPubID,0.0,6,0.0457,-6.985,0,0.293,94.992,4,0.662
1015,0.563,0.627,217307,0.703,6jizk5lOUnfpaZXYMdfeC6,0.0,0,0.0962,-4.884,1,0.236,81.897,4,0.64
1016,0.133,0.752,190240,0.853,2FviG1Ma0M0BSZbqaDvw0x,0.0,8,0.0238,-5.222,1,0.0491,104.003,4,0.859
1017,0.815,0.601,242860,0.499,3uSwz1gv799BQhkqgIgfSz,0.712,6,0.109,-11.131,1,0.0343,96.981,4,0.531
1018,0.48,0.565,230269,0.381,79NlESqzFSW0hdBWgls4FX,0.0,10,0.109,-7.204,1,0.0302,73.483,4,0.325
1019,0.0151,0.884,220307,0.346,5eqK0tbzUPo2SoeZsov04s,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,0.376
1020,0.0215,0.716,204583,0.917,1CKd1PnqfYx0H12V9MSaIY,7.91e-06,1,0.0515,-3.674,1,0.0527,107.969,4,0.501
1021,0.723,0.779,234280,0.597,19HA9J80qZfIkAnp2g8N2S,4.47e-05,9,0.0508,-9.652,0,0.434,173.986,4,0.646
1022,0.0438,0.839,271307,0.437,0G149jkGWKwrPXUGkEDgWM,2.75e-06,5,0.131,-11.344,0,0.285,82.008,4,0.464
1023,0.164,0.921,292267,0.472,28mrq1UKIVItTbPqyub52b,0.432,10,0.156,-7.88,0,0.43,139.996,4,0.198
1024,0.000985,0.856,162253,0.54,2MnJoNVtf0pw7HUn3I1Tih,1.55e-05,6,0.0854,-9.729,0,0.373,158.05,4,0.387
1025,0.0002,0.394,196120,0.658,5xVOqZL4oKJKcXgQvrfx2z,0.0227,11,0.0817,-6.788,1,0.23,89.465,4,0.351
1026,0.00781,0.852,169093,0.459,6sBB5CBuzKJhDooro1IraE,0.119,9,0.133,-9.658,1,0.391,163.021,4,0.157
1027,0.159,0.8,263427,0.467,1GFvYZ72Ca67UG9Kdjjk3C,0.0,0,0.653,-9.974,1,0.45,132.054,4,0.307
1028,0.219,0.701,239160,0.624,6gHWMJzCYkbDcsqKHoycJw,0.0,10,0.107,-11.115,1,0.306,93.024,4,0.383
1029,0.145,0.743,219360,0.467,6DLSa36zH0cSTO7bWCCxx0,1.15e-06,0,0.0891,-10.354,0,0.401,150.004,4,0.19
1030,0.297,0.835,147427,0.521,2pmYug1wWd0WoK5tpbsbKL,0.000458,5,0.115,-11.666,0,0.343,158.923,4,0.211
1031,0.0723,0.844,431587,0.454,1U3XdjHLA6TgpVEGTikNcp,0.787,1,0.126,-9.028,1,0.259,155.029,4,0.274
1032,0.0392,0.821,213427,0.276,06RzVT7uWMYv2fPTyiOy1m,0.0233,1,0.11,-10.556,1,0.123,144.896,4,0.0569
1033,0.0649,0.659,235813,0.588,0tNLYxhxOlguHcRnDlhjWP,7.08e-06,7,0.102,-7.772,1,0.0431,135.065,3,0.709
1034,0.188,0.916,313987,0.537,0zcmVx57BsnlYaPu7k2e2e,0.00286,6,0.115,-9.79,0,0.245,123.02,4,0.223
1035,0.148,0.59,191331,0.871,1839RWzPRZCVgvamu4sHSN,0.0,11,0.0739,-3.353,0,0.0891,134.956,4,0.304
1036,0.132,0.735,227173,0.652,23wcL7jlwSLVZ54V1qO7oO,0.0,8,0.0739,-5.976,1,0.284,129.39,5,0.681
1037,0.147,0.891,217867,0.321,7rErmb9ztCh29H8nWmavQz,1.89e-05,1,0.117,-12.813,1,0.426,136.005,4,0.331
1038,0.00139,0.396,183956,0.503,1sZUfl4muDcuWux6KlwaR8,0.00028,5,0.0725,-4.118,1,0.127,90.339,4,0.683
1039,0.00156,0.425,282427,0.878,6pwvH9LfroBLqd3dez9vBz,0.000898,9,0.206,-4.979,0,0.038,148.002,5,0.252
1040,0.523,0.848,255413,0.663,6kl1qtQXQsFiIWRBK24Cfp,0.0,8,0.108,-5.606,0,0.245,133.993,4,0.333
1041,0.246,0.708,271080,0.693,22eADXu8DfOAUEDw4vU8qy,0.0,6,0.129,-5.516,1,0.138,143.965,4,0.427
1042,0.13,0.472,234215,0.457,7wwifjNAb172PtDpKK3CoR,0.0,6,0.0975,-7.23,0,0.336,165.969,4,0.643
1043,0.105,0.754,203650,0.458,74ODGXs4byLTRdnKGM4s6E,0.0,8,0.249,-6.852,1,0.144,96.011,4,0.495
1044,0.0231,0.744,205715,0.804,6De0lHrwBfPfrhorm9q1Xl,0.0,1,0.0494,-6.327,1,0.0677,104.823,4,0.426
1045,0.0175,0.911,275498,0.459,31OalS33tuRg9IYIh2PlTC,0.0,1,0.224,-8.394,0,0.368,149.968,4,0.502
1046,0.279,0.655,178840,0.785,1JupdHkhDzE4XtrFFe9w6o,0.0,8,0.116,-4.022,1,0.0697,171.969,4,0.933
1047,0.0252,0.701,203760,0.638,25C5CowdsfXld2jJanbiex,0.0,11,0.256,-6.889,0,0.238,144.084,4,0.868
1048,0.00256,0.771,208827,0.696,2ekn2ttSfGqwhhate0LSR0,9.71e-06,9,0.179,-6.258,0,0.0755,116.054,4,0.656
1049,0.79,0.559,320720,0.578,4k2ix82xyGax7S8u6ODb6B,0.000522,8,0.324,-9.54,1,0.151,79.938,4,0.239
1050,0.0204,0.708,186113,0.61,0XLOf9LhyazPX9Ld8jPiUq,4.45e-06,2,0.0641,-4.522,1,0.0574,123.038,4,0.305
1051,0.0148,0.763,260672,0.573,35dgKHT2TLjpXAIFUPlGv2,9.93e-06,1,0.189,-8.652,1,0.148,134.974,4,0.139
1052,0.118,0.353,264038,0.592,2Ny6TS3vPVwx5PlJXXkLUW,2.55e-06,9,0.102,-7.3,1,0.0404,175.923,4,0.174
1053,0.0235,0.516,226790,0.792,1vVNlXi8gf8tZ7OhnEs4VE,0.0,1,0.404,-5.38,0,0.216,121.189,5,0.524
1054,0.0164,0.626,276907,0.822,6uJwPeBGb3swi85TSr9iIz,0.000296,6,0.139,-5.501,1,0.0434,97.003,4,0.374
1055,0.0438,0.743,196360,0.765,5wIeuNURiubue1VTcglU57,0.0416,5,0.667,-3.586,0,0.0389,114.991,4,0.338
1056,0.183,0.593,201257,0.868,7aF09WaavZAmAWuUeYxlYD,0.0,1,0.365,-3.573,0,0.295,104.988,4,0.496
1057,0.0964,0.728,214853,0.673,7MUNNBJKYo3cdokp06wEOB,6.94e-06,5,0.0695,-5.766,1,0.0318,127.995,4,0.489
1058,0.0375,0.784,221837,0.494,58wSQNRC9QE70EkDF2BEtm,0.0,0,0.102,-5.76,1,0.0409,111.979,4,0.175
1059,0.0201,0.482,182834,0.477,0rlFL6bxIWcCn9gk9GExFA,0.0,10,0.251,-8.444,0,0.0503,117.85,5,0.379
1060,0.000199,0.466,196117,0.666,3LRddJIw2ymm1CHIO9xlkC,0.0195,1,0.0803,-6.77,1,0.169,113.935,5,0.337
1061,0.0775,0.588,238450,0.708,6SRnVRobwLtovI4JEWejDv,0.000645,4,0.126,-4.054,1,0.042,127.961,4,0.22
1062,0.406,0.673,215080,0.396,095XMpnufdWcJUWpO37EXh,0.00255,9,0.123,-8.545,0,0.108,170.176,4,0.136
1063,0.117,0.638,243147,0.738,14aqr8yZODpQyuqhSxLMTV,0.000384,6,0.689,-4.976,0,0.0292,97.021,4,0.657
1064,0.0862,0.722,209333,0.63,67E9IHri5jH7kMtZegTtCE,0.0,4,0.106,-7.289,0,0.0434,111.985,4,0.479
1065,0.112,0.896,244093,0.513,4QeBlVCl2KzUEcQZiuskRd,0.0,8,0.104,-6.542,1,0.199,133.973,4,0.296
1066,0.018,0.761,260672,0.576,5JwLhFNrXw49pn3HQqu02G,7.54e-06,1,0.191,-8.691,1,0.145,134.981,4,0.13
1067,0.105,0.742,181615,0.791,4GEQd6D1NeNjpf0pbOgJSO,0.0,11,0.0533,-4.277,0,0.0479,104.059,4,0.534
1068,0.122,0.549,234306,0.751,3I7krC8kr0gFR7P6vInR1I,0.0,9,0.208,-5.423,1,0.0299,89.953,4,0.493
1069,0.0323,0.731,220454,0.794,3HVr6jTVwBHBa2flM0eURR,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356
1070,0.0152,0.699,186175,0.614,4JAyIDXOqNM6qHuZML01uX,5.22e-06,2,0.0734,-4.57,1,0.0521,122.99,4,0.275
1071,0.214,0.543,194978,0.661,3RXkboS74UYzN14xTqzPyY,0.0,8,0.241,-5.855,0,0.0538,144.967,4,0.556
1072,0.191,0.948,214700,0.405,3eFJqPe8VUYrABbFjSauuj,0.0,1,0.0804,-6.516,1,0.0795,121.021,4,0.728
1073,0.0103,0.542,216933,0.853,60a0Rd6pjrkxjPbaKzXjfq,0.0,3,0.108,-6.407,0,0.0498,105.256,4,0.37
1074,0.0046,0.496,185587,0.863,2nLtzopw4rPReszdYBJU6h,0.0,9,0.639,-4.153,1,0.0381,110.018,4,0.243
1075,0.105,0.644,220839,0.531,3bVbQvGVIe4n24AzyXovXh,0.0,0,0.0838,-6.591,1,0.0673,100.028,4,0.524
1076,0.0141,0.623,205613,0.93,4kfm1uI9QGaoN9qm6CkAMn,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,4,0.287
1077,0.0014,0.492,157333,0.969,3K4HG9evC7dg3N0R9cYqk4,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,4,0.538
1078,0.0603,0.687,205733,0.793,5sNESr6pQfIhL3krM8CtZn,0.0,2,0.582,-4.254,1,0.166,107.045,4,0.751
1079,0.00022,0.524,184867,0.939,1Vej0qeQ3ioKwpI6FUbRv1,0.0,9,0.623,-3.994,1,0.113,150.184,4,0.661
1080,0.0466,0.58,208960,0.702,57BrRMwf9LrcmuOsyGilwr,3.2e-06,4,0.536,-5.565,1,0.0337,105.076,4,0.299
1081,0.00038,0.451,213933,0.951,3agtg0x11wPvLIWkYR39nZ,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,4,0.442
1082,0.0747,0.542,164760,0.932,3qmvK8QARSPkFTuKeIXSbs,0.0,4,0.613,-4.896,1,0.05,140.135,4,0.698
1083,0.111,0.554,162600,0.978,4Yf5bqU3NK4kNOypcrLYwU,0.0,4,0.0731,-3.554,1,0.131,135.095,4,0.594
1084,0.0672,0.929,223962,0.723,2771LMNxwf62FTAdpJMQfM,0.0,11,0.346,-5.792,0,0.109,125.022,4,0.458
1085,0.337,0.706,205093,0.485,21yRtB6B8EMounImAfHRCP,0.0,8,0.122,-9.671,1,0.331,115.414,4,0.144
1086,0.371,0.558,180387,0.559,7KA4W4McWYRpgf0fWsJZWB,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62
1087,0.118,0.734,194080,0.671,33i3xxHB4YSYGYbtJrwwO8,0.00317,1,0.352,-7.107,1,0.0315,94.025,4,0.113
1088,0.0539,0.549,206267,0.725,430qNtapCS3Ue1yoSql1oV,3.52e-05,1,0.148,-7.239,1,0.397,108.822,4,0.547
1089,0.71,0.686,194933,0.429,6KuXb26rHuRy3ZDse1VRmx,3.41e-06,8,0.166,-10.402,0,0.15,130.09,4,0.27
1090,0.0162,0.746,260672,0.576,0T8qHE4gQPf8g9KjvjNmDq,1.13e-05,1,0.19,-8.64,1,0.153,134.944,4,0.124
1091,0.207,0.683,190428,0.53,7F9vK8hNFMml4GtHsaXui6,0.0,5,0.394,-4.918,0,0.142,75.016,4,0.645
1092,0.79,0.559,320720,0.578,5WNYg3usc6H8N3MBEp4zVk,0.000522,8,0.324,-9.54,1,0.151,79.938,4,0.239
1093,0.0456,0.48,255653,0.61,4bEcoz1OcfMgUbp2ft8ieQ,0.0,0,0.313,-7.042,1,0.305,90.034,4,0.297
1094,0.959,0.552,36160,0.415,4KgTrzmfiWNcVneh2Dd1Ou,0.000239,3,0.164,-11.996,1,0.0451,72.862,4,0.36
1095,0.51,0.543,237000,0.572,5SxlUF7J8tyFIEF22EomeP,7.23e-06,11,0.28,-8.974,1,0.338,89.386,4,0.569
1096,0.904,0.593,255067,0.2,3xXBsjrbG1xQIm1xv1cKOt,0.0,8,0.0897,-11.063,1,0.0311,83.966,4,0.17
1097,0.381,0.423,223947,0.456,6ACiYjq5Q7e6BlhZEHz7cd,0.016,2,0.12,-8.45,0,0.0579,112.984,4,0.148
1098,0.106,0.697,211413,0.84,650OeHTLxZAQmb4aEbGmaA,0.0,9,0.748,-4.602,0,0.054,128.034,4,0.452
1099,0.0717,0.68,265373,0.552,2tuPBPax5DPwNAMVbHa4fW,0.000106,5,0.462,-8.363,0,0.261,163.163,4,0.294
1100,0.841,0.493,253532,0.426,3O7p9Itz8PXUoAjD2vmuM6,0.0003,5,0.0912,-8.368,1,0.032,122.654,4,0.158
1101,0.588,0.506,264066,0.668,0mt02gJ425Xjm7c3jYkOBn,0.002,0,0.364,-8.654,0,0.0582,99.982,4,0.285
1102,0.108,0.579,196907,0.849,6n8TMVyFKoUmDc4apxceRD,0.0,4,0.0909,-5.218,0,0.0303,100.021,4,0.581
1103,0.034,0.502,180902,0.549,0CYDYDMUwyFYEBMWfbxozX,0.00335,8,0.31,-9.552,0,0.057,124.72,3,0.32
1104,0.554,0.347,295569,0.401,3BbnFRvRRlw3JN56J5ZpUj,0.0901,7,0.197,-9.13,1,0.0376,143.896,4,0.239
1105,0.51,0.352,272743,0.378,1sWiWerHnR6J4LNdFxdywM,0.00256,10,0.111,-10.909,1,0.0344,132.678,5,0.258
1106,0.118,0.333,264038,0.595,03hqMhmCZiNKMSPmVabPLP,4.5e-06,9,0.102,-7.31,1,0.0411,176.239,4,0.19
1107,0.209,0.509,209307,0.629,1yFiaFeSLpw4nDYTeErRZ6,1.99e-06,0,0.369,-6.434,1,0.0335,80.012,4,0.237
1108,0.103,0.401,60000,0.532,39u2PsqrAZpZ0KPx6CjasV,0.0,5,0.478,-11.554,0,0.508,84.777,4,0.413
1109,0.0143,0.585,230253,0.972,7oVEtyuv9NBmnytsCIsY5I,0.0,9,0.0707,-4.45,0,0.0534,110.006,4,0.585
1110,0.354,0.547,225347,0.759,4XDpeWqPADoWRKcUY3dC84,2.15e-05,1,0.676,-7.039,0,0.413,91.85,4,0.575
1111,0.46,0.669,164710,0.47,17J2BpdU8WURN4dVk3D3Tw,0.00179,6,0.0946,-8.686,0,0.043,114.996,4,0.288
1112,0.306,0.449,224893,0.434,0qtK3XwbuG153dmwB8iepL,2.76e-06,1,0.633,-11.777,1,0.243,78.57,5,0.371
1113,0.0546,0.542,238719,0.69,269xqcgGTN9PlivhUkOLhX,0.0686,2,0.113,-6.367,1,0.102,89.942,4,0.319
1114,0.0107,0.645,225547,0.688,3dJj6o9o1fRgrojWjailuz,0.0,11,0.186,-4.749,1,0.0341,139.957,4,0.433
1115,0.0144,0.603,184640,0.908,5rAxhWcgFng3s570sGO2F8,0.0,11,0.671,-5.254,1,0.184,133.063,4,0.457
1116,0.00184,0.593,231307,0.712,7nAfXgeHfDO50upcOjJOaq,0.0,2,0.128,-6.325,0,0.0286,124.013,4,0.473
1117,0.03,0.512,200240,0.97,5egqKwgK5r5rvGD1LrtR7J,0.0,8,0.0994,-3.886,0,0.212,94.952,4,0.427
1118,0.00654,0.29,289907,0.373,2zjEMw9kkROEbAxIXk6Ivp,0.0242,11,0.106,-7.862,1,0.0313,109.903,4,0.0634
1119,0.00227,0.861,257867,0.715,2IjgKCbrk8CtqmsOC5DhVd,0.0,11,0.144,-4.393,0,0.301,148.971,4,0.535
1120,0.00777,0.535,175373,0.951,3BmjRmFTESgWZLPSVGp8aG,0.0,3,0.0669,-3.324,0,0.18,160.102,4,0.723
1121,0.0948,0.683,189057,0.854,2sBHQfX9QxJwGcdutAj6Pj,0.0,2,0.267,-3.915,1,0.196,92.006,4,0.131
1122,0.0142,0.636,183973,0.884,6xtQ23d8GEXgcxyUKPtwc5,0.0,7,0.253,-4.743,1,0.0584,109.16,4,0.446
1123,0.037,0.729,235400,0.675,3R1Vu4Ws7UitwDxDHTol0P,0.847,1,0.0891,-6.008,1,0.187,162.126,4,0.654
1124,0.436,0.748,215067,0.392,1xpXnpIpuvzpx9jz15baJF,0.00173,9,0.124,-8.56,0,0.075,85.047,4,0.143
1125,0.141,0.624,227957,0.728,7mlkO7fkD1tJrxoqOMGzqF,0.0,0,0.106,-6.39,1,0.465,152.088,4,0.599
1126,0.042,0.466,173933,0.965,60IkVf7UfQXmt5CwkpcX8a,0.0,1,0.101,-2.597,0,0.0904,95.028,3,0.453
1127,0.188,0.577,257493,0.41,4EbULzyWMuFx94aoIY1MlJ,0.0,7,0.0821,-8.996,1,0.46,140.006,4,0.241
1128,0.0715,0.78,177027,0.476,5Od0M7jp6IODTPW0cygHgu,0.000514,8,0.222,-10.056,1,0.331,77.047,4,0.185
1129,0.0455,0.47,214347,0.74,6OocN63GLU7NF0wHdewhID,0.0,11,0.091,-6.093,1,0.07,84.841,4,0.562
1130,0.199,0.545,258398,0.659,12PQ6KbFqC7xCsqDV8bmpb,1.98e-05,7,0.0656,-7.375,1,0.091,129.818,4,0.458
1131,0.412,0.494,276437,0.703,3kEoNRT0dfLik1bbHA2QS7,0.226,9,0.122,-6.638,1,0.0649,87.963,4,0.212
1132,0.0015,0.587,223147,0.549,25tbnjnjZjXIYrfgqGKxpG,0.0,5,0.0862,-7.817,1,0.0347,89.952,4,0.364
1133,0.167,0.784,211685,0.608,1GOuHB20lqVyxv3GdxovPY,0.0,7,0.0871,-5.885,1,0.245,90.713,4,0.382
1134,0.798,0.321,307540,0.413,2EBJnP9vf54QE95910Lvrw,0.000254,0,0.109,-9.7,1,0.038,116.336,3,0.159
1135,0.00153,0.488,187933,0.995,27gUeiai56GKF6TxvmPJut,0.0,1,0.911,-3.096,0,0.108,90.058,4,0.679
1136,0.375,0.73,260560,0.585,0fxGA5lxrdYNYoE7yJxTNZ,0.0101,0,0.147,-9.274,1,0.0238,100.021,4,0.721
1137,0.0717,0.86,213732,0.678,4CQGG4DimjEDPEli6xfhuJ,0.0,2,0.0742,-4.547,1,0.0793,142.074,4,0.724
1138,0.537,0.416,355184,0.411,049vXERjilfrN8WoXG8zPt,0.0109,11,0.11,-8.653,0,0.0357,119.36,4,0.0957
1139,0.106,0.608,275617,0.6,0dssTLrqY79Klk6jx2RXCj,0.0063,7,0.172,-7.252,1,0.0384,116.027,4,0.194
1140,0.239,0.472,250467,0.695,1CGP5ioAXECjvTJdMTvX0O,0.0,10,0.0942,-5.008,0,0.443,73.031,3,0.351
1141,0.299,0.741,208867,0.486,0RRAHU9Dkui4ZuroPk7XF3,0.00037,1,0.289,-8.813,1,0.319,140.06,4,0.274
1142,0.0667,0.727,245264,0.426,6Br5mChPdgQNmLF0G0gjPH,2.1e-05,0,0.267,-9.225,1,0.0574,117.956,4,0.0768
1143,0.572,0.456,264066,0.672,4L7Y2OAPiY2I2GndZjAs5K,0.00156,0,0.364,-8.62,0,0.069,99.998,4,0.271
1144,0.111,0.347,264038,0.594,3tWa5qmAJ2OsHV6KxNZBxc,1.91e-06,9,0.11,-7.33,1,0.0423,175.944,4,0.163
1145,0.0457,0.355,180902,0.541,6eGMMPRVYzpssGgednRvzU,0.00516,8,0.316,-9.667,0,0.0608,123.524,3,0.337
1146,0.492,0.325,272743,0.377,4xyNG8vZR3g8FnphVkbjRo,0.00314,10,0.111,-10.911,1,0.0345,98.87,4,0.278
1147,0.556,0.415,295569,0.402,4mq14Qa6OehdiyZFtHcdCH,0.0677,7,0.198,-9.063,1,0.0354,144.033,4,0.237
1148,0.0589,0.551,238719,0.677,7vHmfnKJMWYWzS1H3dC5VF,0.0566,2,0.112,-6.347,1,0.0893,89.961,4,0.293
1149,0.444,0.672,215067,0.39,6vLrN5q3FiQQGQ6LtHmadx,0.00166,9,0.124,-8.552,0,0.111,170.086,4,0.134
1150,0.428,0.652,164710,0.462,2Pn76oik9rWyoBShTSNY9Q,0.00226,6,0.107,-8.683,0,0.0487,114.932,4,0.265
1151,0.832,0.45,253532,0.41,6ny7kbH529rZfHp4UFVDiP,0.000242,5,0.091,-8.354,1,0.0321,122.913,4,0.144
1152,0.174,0.578,257493,0.398,5z9QQQ9lAb0fLxbwYf1HCV,0.0,11,0.0794,-8.976,0,0.423,140.053,4,0.301
1153,0.082,0.626,265373,0.545,3JWh19WsndEFg0UFRFeTiU,6.08e-05,5,0.523,-8.438,0,0.348,163.17,4,0.266
1154,0.0515,0.63,282667,0.628,7sLDnUauivS2vN6Z9EfUJT,0.0,2,0.091,-4.016,1,0.327,121.307,5,0.266
1155,0.0185,0.76,260672,0.561,5QqyRUZeBE04yJxsD1OC0I,1.94e-05,1,0.199,-8.697,1,0.134,134.983,4,0.121
1156,0.0293,0.664,157080,0.743,5gGzdI9iL69WSNesDNNodS,9.42e-05,7,0.0897,-5.537,1,0.0293,130.03,4,0.821
1157,0.0079,0.653,234286,0.91,57p8CBvPOxrvyCbn6ttl5r,0.0,10,0.318,-3.36,1,0.0566,126.047,4,0.0921
1158,0.00369,0.515,217547,0.847,3JKhmIlixlYwFLzrkc6drb,6.66e-05,5,0.293,-2.951,1,0.039,168.104,4,0.645
1159,0.0646,0.867,162586,0.545,5o4yGlG0PfeVUa6ClIyOxq,0.000289,2,0.0505,-5.192,1,0.0625,139.943,4,0.525
1160,0.109,0.807,242933,0.736,4AFgK4wP1iD5i8BYaLr9Vf,0.00729,7,0.104,-6.748,1,0.151,154.023,4,0.54
1161,0.0704,0.678,206720,0.627,3rK43VNP0142Kbxt8nuAhD,0.0,6,0.17,-8.008,1,0.0613,105.956,4,0.252
1162,0.0098,0.922,261615,0.583,0RYXEibxMami3QuT8kn4Iz,0.0,5,0.0962,-4.982,1,0.0753,136.043,4,0.494
1163,0.00156,0.461,223067,0.957,6Xyn0CrKfHeAo5eI8I1cDj,0.00385,5,0.313,-3.306,1,0.139,165.092,4,0.461
1164,0.309,0.635,187589,0.659,3nodtPfXcok53E8Uze8gvD,0.0,8,0.302,-4.92,1,0.155,178.018,4,0.54
1165,0.395,0.602,173947,0.459,6hSkTXRf0Tl8ZvicBG9QHO,0.0,10,0.153,-7.789,1,0.264,79.035,4,0.846
1166,0.00909,0.884,125584,0.517,6j0T2QMdvSxb9retfyae3y,0.0,8,0.224,-8.987,1,0.43,145.96,4,0.587
1167,0.157,0.669,171096,0.561,2jYmK1cb3Uya6FFsocdpzO,0.0,11,0.0739,-4.923,0,0.209,180.044,4,0.604
1168,0.0058,0.739,233705,0.663,22Y3qQ0mtEPhmCosbdBaZ3,0.0,8,0.212,-6.331,1,0.0601,112.025,3,0.196
1169,0.191,0.678,184248,0.819,1Sl3njkhhz8nrSPZroDQ82,0.0,8,0.159,-3.306,1,0.0313,90.004,4,0.499
1170,0.0294,0.66,157080,0.745,0ZiRSqlSsDlY0UyDYU9CTE,0.0002,7,0.0831,-5.499,1,0.0307,130.074,4,0.828
1171,0.408,0.627,173947,0.462,4HW5kSQ8M2IQWZhSxERvla,0.0,0,0.155,-7.686,0,0.253,78.811,4,0.836
1172,0.00434,0.555,177067,0.896,0WyFpxYlBCgH1gMXd26OOr,0.0,0,0.145,-3.295,1,0.0388,114.995,4,0.578
1173,0.00572,0.74,233705,0.657,53mrVsi49rLHIaKBiSvElG,0.0,8,0.211,-6.309,1,0.0595,112.016,3,0.179
1174,0.000676,0.898,204787,0.447,0E8CA9JBoEs3tD0JQJUpQb,1.04e-05,1,0.365,-8.849,1,0.0772,145.964,4,0.308
1175,0.0295,0.655,228893,0.576,4xBjsLUSjcx2h7PcRikpQp,0.115,5,0.132,-6.735,0,0.0536,139.953,4,0.167
1176,0.149,0.745,221968,0.65,7F1LWA9sIlTorHUo4amGqk,0.0,0,0.107,-5.992,0,0.227,159.994,4,0.521
